club_team,division,first_name,last_name,player_slug
banc,open,Alex,Ballentine,alex-ballentine
banc,open,Ben,Simmons,ben-simmons
banc,open,Brian,Trowbridge,brian-trowbridge
banc,open,Jason,Chung,jason-chung
banc,open,Kevin,Mateer,kevin-mateer
banc,open,Kevin,Zhang,kevin-zhang
banc,open,Michael,Sweeney,michael-sweeney
banc,open,Nick,Talone,nick-talone
banc,open,Ransome,Martin,ransome-martin
banc,open,Samuel,Lee,samuel-lee
banc,open,Tejas,Sivarajakumar,tejas-sivarajakumar
banc,open,Hunter,Frederick,hunter-frederick
banc,open,Jerrel,Bushel,jerrel-bushel
banc,open,Colin,White,colin-white
banc,open,Diego,Collazo,diego-collazo
banc,open,Wesley,Dudas,wesley-dudas
banc,open,Frederick,Hennighausen,frederick-hennighausen
banc,open,Erik,Messina,erik-messina
banc,open,Jack,Simmons,jack-simmons
banc,open,Mason,Cary,mason-cary
banc,open,Oliver,VickersBatzdorf,oliver-vickers-batzdorf
banc,open,Damian,Delgado,damian-delgado
banc,open,Thomas,Yoxsimer,thomas-yoxsimer
banc,open,Bryce,Markel,bryce-markel
banc,open,Christopher,Saacks,christopher-saacks
banc,open,John,Colyer,john-colyer
cash crop 2,open,Thomas,Harley,thomas-harley
cash crop 2,open,Aaron,Wei,aaron-wei
cash crop 2,open,Elijah,Danley,elijah-danley
cash crop 2,open,Tommaso,Piccorossi,tommaso-piccorossi
cash crop 2,open,Samuel,Redinbo,samuel-redinbo
cash crop 2,open,Seth,Fried,seth-fried
cash crop 2,open,Leonardo,Tapia,leonardo-tapia
cash crop 2,open,Gage,Rogers,gage-rogers
cash crop 2,open,John,Bradley,john-bradley
cash crop 2,open,Reed,Burkert,reed-burkert
cash crop 2,open,Bailey,Roberts,bailey-roberts
cash crop 2,open,Jack,McCleary,jack-mccleary
cash crop 2,open,Bodhi,Harmony,bodhi-harmony
cash crop 2,open,Matti,Lee,matti-lee
cash crop 2,open,Max,Goetz,max-goetz
cash crop 2,open,Wesley,Britt,wesley-britt
cash crop 2,open,Josh,Singleton,josh-singleton
cash crop 2,open,Kalen,Morrison,kalen-morrison
cash crop 2,open,Jayden,Feagans,jayden-feagans
cash crop 2,open,Jason,Manning,jason-manning
cash crop 2,open,Noah,Bush,noah-bush
cash crop 2,open,Eli,Fried,eli-fried
cash crop 2,open,Christopher,Humphrey,christopher-humphrey
cash crop 2,open,Will,Scudder,will-scudder
cash crop 2,open,Henry,Chen,henry-chen
triumph,open,Christopher,Heim,christopher-heim
triumph,open,Daniel,West,daniel-west
triumph,open,Dillon,Lesniak,dillon-lesniak
triumph,open,Kyle,Davis,kyle-davis
triumph,open,Michael,Wetzel,michael-wetzel
triumph,open,Evan,McGinn,evan-mcginn
triumph,open,James,Carter,james-carter
triumph,open,Quinlan,Collier,quinlan-collier
triumph,open,Robert,Scott-Williams,robert-scott-williams
triumph,open,Ryan,Norris,ryan-norris
triumph,open,Stefan,Isaza,stefan-isaza
triumph,open,Will,Armstrong,will-armstrong
triumph,open,Michael,Paniagua,michael-paniagua
triumph,open,Jason,Zwierzynski,jason-zwierzynski
triumph,open,Brandon,Cousar,brandon-cousar
triumph,open,Zachary,Baldwin,zachary-baldwin
triumph,open,Zach,Bradshaw,zach-bradshaw
triumph,open,Schuyler,Kylstra,schuyler-kylstra
triumph,open,Ethan,Bolthouse,ethan-bolthouse
triumph,open,Andrew,Clegg,andrew-clegg
triumph,open,Daniel,Huggins,daniel-huggins
triumph,open,Mitchell,O'Connor,mitchell-oconnor
triumph,open,Abhishek,Komandur,abhishek-komandur
triumph,open,Rees,Braam,rees-braam
triumph,open,Benj,Thomsen,benj-thomsen
queen city kings,open,Avery,Dunham,avery-dunham
queen city kings,open,Brooks,Fleming,brooks-fleming
queen city kings,open,Daniel,Papazian,daniel-papazian
queen city kings,open,Daniel,Eure,daniel-eure
queen city kings,open,Daniel,Dabnis,daniel-dabnis
queen city kings,open,Erik,Kirby,erik-kirby
queen city kings,open,Gautam,Das,gautam-das
queen city kings,open,Jake,Hutchinson,jake-hutchinson
queen city kings,open,Juan,Mancera,juan-mancera
queen city kings,open,Kartik,Sethuraman,kartik-sethuraman
queen city kings,open,Matthew,Alexander,matthew-alexander
queen city kings,open,Max,Povejsil,max-povejsil
queen city kings,open,Sathvik,Avulapati,sathvik-avulapati
queen city kings,open,Shawn,Cook,shawn-cook
queen city kings,open,Tyler,Lucas,tyler-lucas
queen city kings,open,Nicholas,Lopez,nicholas-lopez
queen city kings,open,Jeffy,Joshy,jeffy-joshy
queen city kings,open,Jackson,Dye,jackson-dye
queen city kings,open,Timothy,Rees,timothy-rees
queen city kings,open,Nathan,Silvestri,nathan-silvestri
queen city kings,open,Simon,Jenkins,simon-jenkins
queen city kings,open,Jaren,Robbins,jaren-robbins
queen city kings,open,Jordan,Knox,jordan-knox
queen city kings,open,Parker,Shahdad,parker-shahdad
queen city kings,open,Michael,Hultquist,michael-hultquist
queen city kings,open,George,Bumgardner,george-bumgardner
oakay,open,Alex,Taylor,alex-taylor
oakay,open,Christian,Dawson-Jackson,christian-dawson-jackson
oakay,open,David,Fengshi,david-fengshi
oakay,open,Jan,JacyJuanites,jan-jacy-juanites
oakay,open,Joshua,McLeod,joshua-mcleod
oakay,open,Justin,Melkun,justin-melkun
oakay,open,Kevin,Stroud,kevin-stroud
oakay,open,Kyle,Hodgson,kyle-hodgson
oakay,open,Matthew,Baker,matthew-baker
oakay,open,Nicolas,Munsen,nicolas-munsen
oakay,open,Rashaad,Saunders,rashaad-saunders
oakay,open,Roy,Kasher,roy-kasher-1
oakay,open,Samuel,Margolis,samuel-margolis
oakay,open,Frank,Marshall,frank-marshall
oakay,open,Thomas,Cameron,thomas-cameron
oakay,open,Christopher,Byrd,christopher-byrd
oakay,open,Calvin,McPhail-Snyder,calvin-mcphail-snyder
oakay,open,Ari,Pena,ari-pena
oakay,open,Jayson,English,jayson-english
triumph,open,Josh,Louie,josh-louie
furious george,open,Dan,LaFrance,dan-lafrance
furious george,open,Justin,Pettenuzzo,justin-pettenuzzo
furious george,open,Landon,Lavoie,landon-lavoie
furious george,open,Mauricio,Martínez,mauricio-martnez
furious george,open,Nicolas,Sanchez,nicolas-sanchez
furious george,open,Ricky,Tran,ricky-tran
furious george,open,Tadhg,Deevy,tadhg-deevy
furious george,open,Richard,Mcleod,richard-mcleod
furious george,open,Jacky,Hau,jacky-hau
furious george,open,Toly,Vasilyev,toly-vasilyev
furious george,open,Scott,Graham,scott-graham
furious george,open,David,Neilson,david-neilson
furious george,open,Rumi,Tejpar,rumi-tejpar
furious george,open,Jakob,Brissette,jakob-brissette
furious george,open,Devon,Bringeland-Powell,devon-bringeland-powell
furious george,open,Kevin,Underhill,kevin-underhill
surf,open,Dylan,Cochrane,dylan-cochrane
surf,open,Nathan,Lam,nathan-lam
surf,open,Duncan,Armstrong,duncan-armstrong
surf,open,Shayne,Pfeifer,shayne-pfeifer
ghost train,open,Naren,Fuller,naren-fuller
ghost train,open,Slava,Trifonov,slava-trifonov
ghost train,open,Dylan,Singh,dylan-singh
ghost train,open,Sean,Killilea,sean-killilea
souf,open,Jak,Fts,jak-fts
orcats,open,Bryan,Saeteurn,bryan-saeteurn
orcats,open,Christopher,Posey,christopher-posey
ramp,mixed,Max,Moore,max-moore
indiana pterodactyl attack (ipa),mixed,Fletcher,Jonas,fletcher-jonas
skyhawks,mixed,Kevin,Effron,kevin-effron
three rivers ultimate club,mixed,Jessica,Sink,jessica-sink
three rivers ultimate club,mixed,Jacob,Wunderlich,jacob-wunderlich
three rivers ultimate club,mixed,Collin,Marshall,collin-marshall
three rivers ultimate club,mixed,Ben,Schwartz,ben-schwartz
three rivers ultimate club,mixed,Justin,Hess,justin-hess
three rivers ultimate club,mixed,Audrey,Schroeder,audrey-schroeder
three rivers ultimate club,mixed,Emily,Mosher,emily-mosher
three rivers ultimate club,mixed,Melissa,Vanderbosch,melissa-vanderbosch
three rivers ultimate club,mixed,Grace,Lare,grace-lare
jabba,mixed,Jessica,Fairhurst,jessica-fairhurst
bandwagon,mixed,Sophie,Nichols,sophie-nichols
practice player penguins,mixed,Sophia,Yang,sophia-yang
practice player penguins,mixed,Thomas,Alford,thomas-alford
practice player penguins,mixed,J'Mani,Fenderson,jmani-fenderson
practice player penguins,mixed,Jake,Swalec,jake-swalec
practice player penguins,mixed,Kenneth,Xuan,kenneth-xuan
practice player penguins,mixed,Julia,Kasner,julia-kasner
elevate,mixed,Sophia,Siegel,sophia-siegel
cleveland crocs,mixed,Elizabeth,Lehman,elizabeth-lehman
cleveland crocs,mixed,Eliot,Alexander,eliot-alexander
cleveland crocs,mixed,Zac,Byrnes,zac-byrnes
cleveland crocs,mixed,David,Picone,david-picone
cleveland crocs,mixed,Delaney,Marsalek,delaney-marsalek
cleveland crocs,mixed,Jonathon,Grgat,jonathon-grgat
cleveland crocs,mixed,Iris,Javersak,iris-javersak
cleveland crocs,mixed,Eric,Zarobila,eric-zarobila
cleveland crocs,mixed,Sion,AgamiContreras,sion-agami-contreras
cleveland crocs,mixed,Mitch,Cihon,mitch-cihon
cleveland crocs,mixed,Charlie,Vukovic,charlie-vukovic
cleveland crocs,mixed,Michael,O'Brien,michael-obrien
cleveland crocs,mixed,Maxwell,Devine,maxwell-devine
cleveland crocs,mixed,Axel,AgamiContreras,axel-agami-contreras
cleveland crocs,mixed,AJ,Uthe,aj-uthe
cleveland crocs,mixed,Rachel,Mast,rachel-mast
cleveland crocs,mixed,Chelsea,Zhu,chelsea-zhu
cleveland crocs,mixed,Jonathan,Mast,jonathan-mast
cleveland crocs,mixed,Riley,Dickson,riley-dickson
cleveland crocs,mixed,Kunwoo,Shin,kunwoo-shin
cleveland crocs,mixed,Lexie,Thomas,lexie-thomas
cleveland crocs,mixed,Griffin,Binkley,griffin-binkley
cleveland crocs,mixed,Meghan,Drews,meghan-drews
cleveland crocs,mixed,Graham,Cunningham,graham-cunningham
cleveland crocs,mixed,Rachel,Graber,rachel-graber
cleveland crocs,mixed,Madeleine,Pletzke,madeleine-pletzke
2fly2furious,mixed,McKenna,Mee,mckenna-mee
2fly2furious,mixed,Emily,Cummins,emily-cummins
2fly2furious,mixed,Dillon,Lee,dillon-lee
2fly2furious,mixed,Deepthi,Suresh,deepthi-suresh
2fly2furious,mixed,Jonathan,Lee,jonathan-lee
2fly2furious,mixed,Sara,Gangel,sara-gangel
2fly2furious,mixed,Taylor,Engen,taylor-engen
2fly2furious,mixed,Kerrick,Klancnik,kerrick-klancnik
2fly2furious,mixed,Croix,Jastrow,croix-jastrow
2fly2furious,mixed,Ryan,Donnelly,ryan-donnelly
2fly2furious,mixed,Tristan,Bowerman,tristan-bowerman
2fly2furious,mixed,Emma,Farrar,emma-farrar
2fly2furious,mixed,Maaike,Wielenga,maaike-wielenga
2fly2furious,mixed,Rachel,Blaustein,rachel-blaustein
2fly2furious,mixed,Melissa,Herta,melissa-herta
2fly2furious,mixed,Megan,Packer,megan-packer
2fly2furious,mixed,Stephan,Maxe,stephan-maxe
2fly2furious,mixed,David,Backus,david-backus
2fly2furious,mixed,Nicholas,Kraft,nicholas-kraft
2fly2furious,mixed,Patrick,Adelstein,patrick-adelstein
2fly2furious,mixed,Victor,MedinaDelToro,victor-medina-del-toro
2fly2furious,mixed,Amador,Lagunas,amador-lagunas
pixel,mixed,Alison,Palmer,alison-palmer
pixel,mixed,Allison,Craig,allison-craig
pixel,mixed,Breanna,Campbell,breanna-campbell
pixel,mixed,Christina,Uytingco,christina-uytingco
pixel,mixed,Jessica,Budnick,jessica-budnick
pixel,mixed,Joanna,Lee,joanna-lee
pixel,mixed,Joshua,Osinski,joshua-osinski
pixel,mixed,Max,Willis,max-willis
pixel,mixed,Trevor,Kyle,trevor-kyle
pixel,mixed,Vivian,Liagre,vivian-liagre
pixel,mixed,Trey,Taliaferro,trey-taliaferro
pixel,mixed,Tyler,ODonnell,tyler-odonnell
pixel,mixed,Emma,Remien,emma-remien
pixel,mixed,Alex,Barton,alex-barton
pixel,mixed,Isabel,Clayter,isabel-clayter
pixel,mixed,Channing,Watson,channing-watson
pixel,mixed,Alex,Mardlin,alex-mardlin
pixel,mixed,Chad,Dunne,chad-dunne
pixel,mixed,Joshua,Adams,joshua-adams
pixel,mixed,Lauren,Moore,lauren-moore
pixel,mixed,Lucas,Parnell,lucas-parnell
pixel,mixed,Theodore,Weisman,theodore-weisman
pixel,mixed,Stephen,Bloetscher,stephen-bloetscher
pixel,mixed,John,DePaul,john-depaul
steamboat,mixed,Scott,Schriner,scott-schriner
steamboat,mixed,Sophie,Walden,sophie-walden
steamboat,mixed,Lauren,DeMarks,lauren-demarks
steamboat,mixed,Lula,Dutille,lula-dutille
steamboat,mixed,Ryan,Gorman,ryan-gorman
steamboat,mixed,Dan,Cunningham,dan-cunningham
steamboat,mixed,Michael,Partusch,michael-partusch
steamboat,mixed,Tim,Settles,tim-settles
steamboat,mixed,Mary,Cagle,mary-cagle
steamboat,mixed,Sabina,Dutille,sabina-dutille
steamboat,mixed,Landon,Hunter,landon-hunter
steamboat,mixed,Sam,Settlemyre,sam-settlemyre
steamboat,mixed,Elizabeth,Burkhardt,elizabeth-burkhardt
steamboat,mixed,Chelsea,Partusch,chelsea-partusch
steamboat,mixed,Thomas,Palermo,thomas-palermo
steamboat,mixed,Julia,Desrosiers,julia-desrosiers
steamboat,mixed,Brittany,Winner,brittany-winner
steamboat,mixed,Michael,Settles,michael-settles
steamboat,mixed,Gabriella,Enders,gabriella-enders
steamboat,mixed,Jeff,Haney,jeff-haney
steamboat,mixed,Jocelyn,Palyo,jocelyn-palyo
steamboat,mixed,Emma,Schroder,emma-schroder
steamboat,mixed,Austin,Winner,austin-winner
steamboat,mixed,Kelly,Kerker,kelly-kerker
steamboat,mixed,Ryan,Walker,ryan-walker
steamboat,mixed,Jacob,Fields,jacob-fields
thunderpants the magic dragon,mixed,Cameron,Daniel,cameron-daniel
thunderpants the magic dragon,mixed,Emilee,Johnson,emilee-johnson
thunderpants the magic dragon,mixed,Jeff,Kula,jeff-kula
thunderpants the magic dragon,mixed,Matthew,Dilworth,matthew-dilworth
thunderpants the magic dragon,mixed,Michael,Ntende,michael-ntende
thunderpants the magic dragon,mixed,Ryan,Ntende,ryan-ntende
thunderpants the magic dragon,mixed,Mike,Walsh,mike-walsh
thunderpants the magic dragon,mixed,Alex,Carpenter,alex-carpenter
thunderpants the magic dragon,mixed,David,Hazlett,david-hazlett
thunderpants the magic dragon,mixed,Kylie,Collins,kylie-collins
thunderpants the magic dragon,mixed,Danica,Keefe,danica-keefe
thunderpants the magic dragon,mixed,Harrison,Davis,harrison-davis
thunderpants the magic dragon,mixed,Adele,McCune,adele-mccune
thunderpants the magic dragon,mixed,Tierney,Miller,tierney-miller
thunderpants the magic dragon,mixed,Rachel,Perreira,rachel-perreira
thunderpants the magic dragon,mixed,John,Wernet,john-wernet
thunderpants the magic dragon,mixed,Michele,Fox,michele-fox
thunderpants the magic dragon,mixed,Cannon,Spelman,cannon-spelman
thunderpants the magic dragon,mixed,Scott,Chadwick,scott-chadwick
thunderpants the magic dragon,mixed,Mya,Hernandez,mya-hernandez
thunderpants the magic dragon,mixed,Tommy,Tappel,tommy-tappel
thunderpants the magic dragon,mixed,Simon,Reiter,simon-reiter
pow!,mixed,Alexander,Krantz,alexander-krantz
pow!,mixed,Annaliese,Thomas,annaliese-thomas
pow!,mixed,Evan,Hamp,evan-hamp
pow!,mixed,Hana,Duncan,hana-duncan
pow!,mixed,Joshua,Vanslambrouck,joshua-vanslambrouck
pow!,mixed,Joshua,Bolt,joshua-bolt
pow!,mixed,Julia,Danci,julia-danci
pow!,mixed,Katy,Ross,katy-ross
pow!,mixed,Megan,Isherwood,megan-isherwood
pow!,mixed,Nora,Pluth,nora-pluth
pow!,mixed,Sara,Millies-Lucke,sara-millies-lucke
pow!,mixed,Shriya,Kethireddy,shriya-kethireddy
pow!,mixed,Tessa,Versace,tessa-versace
pow!,mixed,Bethany,Burgess,bethany-burgess
pow!,mixed,Aariona,Fox,aariona-fox
pow!,mixed,Connor,Lang,connor-lang
pow!,mixed,George,Hansel,george-hansel
pow!,mixed,Audrey,Jesue,audrey-jesue
pow!,mixed,Alexander,Nessel,alexander-nessel
pow!,mixed,Jesse,Cwengros,jesse-cwengros
pow!,mixed,Andrew,Duquette,andrew-duquette
pow!,mixed,David,LaDuke,david-laduke
pow!,mixed,Aiva,Zoldan,aiva-zoldan
pow!,mixed,Quinn,Garner,quinn-garner
pow!,mixed,Joey,Fishkind,joey-fishkind
pow!,mixed,Garrison,Gracey,garrison-gracey
trex mix,mixed,Adam,Cellar,adam-cellar
trex mix,mixed,Eden,Ogren,eden-ogren
trex mix,mixed,Kathleen,Tong,kathleen-tong
trex mix,mixed,Kelsey,Dober,kelsey-dober
trex mix,mixed,Sarah,SanPedro,sarah-san-pedro
trex mix,mixed,Stephan,Dober,stephan-dober
trex mix,mixed,Tyler,Higgins,tyler-higgins
trex mix,mixed,Andrew,Carr,andrew-carr
trex mix,mixed,Gordon,(Gordy)Sjostrom,gordon-gordy-sjostrom
trex mix,mixed,Trimon,Lamson,trimon-lamson
trex mix,mixed,Magalie,Chapman,magalie-chapman
trex mix,mixed,Luke,Groom,luke-groom
trex mix,mixed,Kelly,Ross,kelly-ross
trex mix,mixed,Andrew,Bustle,andrew-bustle
trex mix,mixed,Chelsea,Baker,chelsea-baker
trex mix,mixed,Natalie,Fancher,natalie-fancher
trex mix,mixed,Nathan,Morgan,nathan-morgan
trex mix,mixed,Molly,Cropsey,molly-cropsey
trex mix,mixed,Parker,Pennington,parker-pennington
trex mix,mixed,Lauren,Payne,lauren-payne
trex mix,mixed,Austin,Eilbeck,austin-eilbeck
trex mix,mixed,Alora,Reiff,alora-reiff
trex mix,mixed,James,(Drew)Barkley,james-drew-barkley
trex mix,mixed,Matt,Nuoffer,matt-nuoffer
trex mix,mixed,Tony,Donato,tony-donato
trex mix,mixed,Alexander,Davis,alexander-davis
toast!,mixed,Amy,Young,amy-young
toast!,mixed,Christopher,Schuchardt,christopher-schuchardt
toast!,mixed,Clara,Moss,clara-moss
toast!,mixed,Emily,Dalhoff,emily-dalhoff
toast!,mixed,Holly,VanderStel,holly-vander-stel
toast!,mixed,Kaciana,Champlin,kaciana-champlin
toast!,mixed,Michael,Ackerman,michael-ackerman
toast!,mixed,Stephanie,Heger,stephanie-heger
toast!,mixed,Sydney,Zimmerman,sydney-zimmerman
toast!,mixed,Tamara,Kas,tamara-kas
toast!,mixed,Timothy,Flickinger,timothy-flickinger
toast!,mixed,Taylor,Maltby,taylor-maltby
toast!,mixed,Christopher,Bamford,christopher-bamford
toast!,mixed,Anna,McClurkan,anna-mcclurkan
toast!,mixed,John,Akers,john-akers
toast!,mixed,Norah,DeYoung,norah-deyoung
toast!,mixed,George,Sipiora,george-sipiora
toast!,mixed,Eric,Kas,eric-kas
toast!,mixed,Stephen,Hoffman,stephen-hoffman
toast!,mixed,Nicole,Foy,nicole-foy
toast!,mixed,Christopher,Smith,christopher-smith
toast!,mixed,Katie,Legatzke,katie-legatzke
toast!,mixed,Greg,Hensen,greg-hensen
toast!,mixed,Ryan,Fattal,ryan-fattal
toast!,mixed,Stephen,Grondin,stephen-grondin
toast!,mixed,Logan,Kroczaleski,logan-kroczaleski
lightning,mixed,Fareesh,Kanga,fareesh-kanga
lightning,mixed,Bryce,Talbert,bryce-talbert
lightning,mixed,Tai,Punsuchart,tai-punsuchart
lightning,mixed,Morgan,Young,morgan-young
lightning,mixed,Kayla,DeLon,kayla-delon
lightning,mixed,Aimee,Lindemuth,aimee-lindemuth
lightning,mixed,Christopher,Grill,christopher-grill
lightning,mixed,Benjamin,Lindemuth,benjamin-lindemuth
lightning,mixed,Jonah,Compton,jonah-compton
lightning,mixed,Caleb,Lindemuth,caleb-lindemuth
lightning,mixed,Hobie,Dotson,hobie-dotson
lightning,mixed,A.,J.Witheril,a-j-witheril
lightning,mixed,Bryan,Witheril,bryan-witheril
lightning,mixed,Jeremy,DeLon,jeremy-delon
lightning,mixed,Wendy,Trimble,wendy-trimble
lightning,mixed,Tom,Dichiaro,tom-dichiaro
lightning,mixed,Will,Corum,will-corum
lightning,mixed,David,Wu,david-wu
lightning,mixed,Rita,Robertson,rita-robertson
lightning,mixed,Isabel,Makarewicz,isabel-makarewicz
lightning,mixed,Madeline,Shubirg,madeline-shubirg
lightning,mixed,Joshua,Jackson,joshua-jackson
columbus chaos,mixed,Cora,Turney,cora-turney
columbus chaos,mixed,Curtis,Kinnaman,curtis-kinnaman
columbus chaos,mixed,Eric,Border,eric-border
columbus chaos,mixed,Haley,Morman,haley-morman
columbus chaos,mixed,Hannah,Wilder,hannah-wilder
columbus chaos,mixed,Jason,Rosser,jason-rosser
columbus chaos,mixed,Jonathan,Rosen,jonathan-rosen
columbus chaos,mixed,Arden,Piepho,arden-piepho
columbus chaos,mixed,Ashleigh,Harrison,ashleigh-harrison
columbus chaos,mixed,Ashley,Boehmke,ashley-boehmke
columbus chaos,mixed,Joseph,Rains,joseph-rains
columbus chaos,mixed,Kayla,Hamm,kayla-hamm
columbus chaos,mixed,Lucas,Antoszewski,lucas-antoszewski
columbus chaos,mixed,Michael,Hammond,michael-hammond
columbus chaos,mixed,Nic,Gill,nic-gill
columbus chaos,mixed,Rachel,Hasseltine,rachel-hasseltine
columbus chaos,mixed,Sky,Gill,sky-gill
columbus chaos,mixed,Casey,Schomer,casey-schomer
columbus chaos,mixed,Christopher,Wohl,christopher-wohl
columbus chaos,mixed,Clark,Seese,clark-seese
columbus chaos,mixed,Todd,Grace,todd-grace
columbus chaos,mixed,Benjamin,Reith,benjamin-reith
columbus chaos,mixed,Mallory,Griffith,mallory-griffith
columbus chaos,mixed,Jordan,Kinde,jordan-kinde
columbus chaos,mixed,Allyson,Perkins,allyson-perkins
queen city gambit,mixed,Aaron,Bacon,aaron-bacon
queen city gambit,mixed,Aaron,Ho,aaron-ho
queen city gambit,mixed,Aislinn,DeSieghardt,aislinn-desieghardt
queen city gambit,mixed,Camilo,Barrera,camilo-barrera
queen city gambit,mixed,Cori,LaMere,cori-lamere
queen city gambit,mixed,Emily,Kemen,emily-kemen
queen city gambit,mixed,Eric,Reed,eric-reed
queen city gambit,mixed,Ian,Hailey,ian-hailey
queen city gambit,mixed,Kimberly,Cooper,kimberly-cooper
queen city gambit,mixed,Lexi,Yearout,lexi-yearout
queen city gambit,mixed,Jade,Link,jade-link
queen city gambit,mixed,Jessica,Honerlaw,jessica-honerlaw
queen city gambit,mixed,Troy,Stapleton,troy-stapleton
queen city gambit,mixed,Alex,Hamilton,alex-hamilton
queen city gambit,mixed,Connor,Shirley,connor-shirley
queen city gambit,mixed,Lydia,Riddell,lydia-riddell
queen city gambit,mixed,Sam,Moushey,sam-moushey
queen city gambit,mixed,Sydney,Yearout,sydney-yearout
queen city gambit,mixed,Michael,Horner,michael-horner
queen city gambit,mixed,Grace,Heldwein,grace-heldwein
queen city gambit,mixed,Dave,Richmond,dave-richmond
queen city gambit,mixed,Josh,Keyser,josh-keyser
queen city gambit,mixed,Jacob,Royster,jacob-royster
queen city gambit,mixed,Eric,Brinkman,eric-brinkman
queen city gambit,mixed,Ryan,Grabowski,ryan-grabowski
queen city gambit,mixed,Maddie,Samson,maddie-samson
kenyon college (upper),mixed,Adam,Blum,adam-blum
kenyon college (upper),mixed,Aidan,Cullen,aidan-cullen
kenyon college (upper),mixed,Brendan,Kolerich,brendan-kolerich
kenyon college (upper),mixed,Catelin,Bromfield,catelin-bromfield
kenyon college (upper),mixed,Eli,Allan,eli-allan
kenyon college (upper),mixed,Ellen,Chadwick,ellen-chadwick
kenyon college (upper),mixed,Ethan,Wagner,ethan-wagner
kenyon college (upper),mixed,Gillian,Foley,gillian-foley
kenyon college (upper),mixed,Griffin,Meyer,griffin-meyer
kenyon college (upper),mixed,Gwyn,Kelley,gwyn-kelley
kenyon college (upper),mixed,Kate,Tucker,kate-tucker
kenyon college (upper),mixed,Max,Fishman,max-fishman
kenyon college (upper),mixed,Ryan,Yarcusko,ryan-yarcusko
kenyon college (upper),mixed,Soren,Shapiro,soren-shapiro
kenyon college (upper),mixed,Micah,Arenstein,micah-arenstein
loco,mixed,Alison,Joyce,alison-joyce
loco,mixed,Brandon,Pastor,brandon-pastor
loco,mixed,Jack,Steketee,jack-steketee
loco,mixed,Jackie,Weiss,jackie-weiss
loco,mixed,Janet,Ro,janet-ro
loco,mixed,Elena,Lopez,elena-lopez
loco,mixed,Emily,Smulowitz,emily-smulowitz
loco,mixed,Kristin,Thomas,kristin-thomas
loco,mixed,Leo,Warren,leo-warren
loco,mixed,Sabrina,Bonaci,sabrina-bonaci
loco,mixed,Sarah,Roberts,sarah-roberts
loco,mixed,Shawn,Dacey,shawn-dacey
loco,mixed,Victoria,Wischerth,victoria-wischerth
loco,mixed,Jessica,Brand,jessica-brand
loco,mixed,Belle,Sullivan,belle-sullivan
loco,mixed,Ryan,Dealy,ryan-dealy
loco,mixed,Justin,Keller,justin-keller
loco,mixed,Joshua,Norton,joshua-norton
loco,mixed,Becklin,Davis,becklin-davis
loco,mixed,Regina,Esser,regina-esser
loco,mixed,Ethan,Holmgren,ethan-holmgren
loco,mixed,Max,Trifillis,max-trifillis
loco,mixed,Steven,Broome,steven-broome
loco,mixed,Matt,Lubitz,matt-lubitz
loco,mixed,Chase,Rawlins,chase-rawlins
loco,mixed,Kenneth,Wells,kenneth-wells
jughandle,mixed,Robert,Altieri,robert-altieri
jughandle,mixed,Jessep,Macfarlane,jessep-macfarlane
jughandle,mixed,Maya,Karl,maya-karl
jughandle,mixed,Kaitlyn,Dermen,kaitlyn-dermen
jughandle,mixed,Thomas,Johnson,thomas-johnson
jughandle,mixed,Jeff,Shipkin,jeff-shipkin
jughandle,mixed,Ryan,Lee,ryan-lee
jughandle,mixed,Jonathan,Casey,jonathan-casey
jughandle,mixed,Andrés,RodríguezHernández,andrs-rodrguez-hernndez
jughandle,mixed,Colin,Cahill,colin-cahill
jughandle,mixed,Ayaaz,Versi,ayaaz-versi
jughandle,mixed,Rachel,Tigol,rachel-tigol
jughandle,mixed,Rebecca,Casey,rebecca-casey
jughandle,mixed,Laine,Cravotta,laine-cravotta
jughandle,mixed,Cara,Silvestri,cara-silvestri
jughandle,mixed,Jana,Graham,jana-graham
jughandle,mixed,Marissa,Coolidge,marissa-coolidge
jughandle,mixed,Dean,Klimek,dean-klimek
jughandle,mixed,Santiago,OliverosVidal,santiago-oliveros-vidal
jughandle,mixed,Joshua,Simpson,joshua-simpson
jughandle,mixed,Benish,Benjamin,benish-benjamin
jughandle,mixed,Sean,Allan,sean-allan
jughandle,mixed,Emma,Ignaszewski,emma-ignaszewski
jughandle,mixed,Eitan,Gerstle,eitan-gerstle
jughandle,mixed,Kelly,Skewis,kelly-skewis
jughandle,mixed,Elena,Adams,elena-adams
colorbomb,mixed,Brandon,Daniel-Morales,brandon-daniel-morales
colorbomb,mixed,Keshav,Patel,keshav-patel
colorbomb,mixed,Ryan,Jin,ryan-jin
colorbomb,mixed,Ava,Paulson,ava-paulson
colorbomb,mixed,Jeremy,Eland,jeremy-eland
colorbomb,mixed,Chor,InLam,chor-in-lam
colorbomb,mixed,Angelina,Ngo,angelina-ngo
colorbomb,mixed,Jason,Hawkins,jason-hawkins
colorbomb,mixed,Linda,Liu,linda-liu
colorbomb,mixed,Diana,Huang,diana-huang
colorbomb,mixed,Jy,Francis,jy-francis
colorbomb,mixed,Eli,Steiker-Ginzberg,eli-steiker-ginzberg
colorbomb,mixed,Lauren,Sitlinger,lauren-sitlinger
colorbomb,mixed,Bethany,Eldridge,bethany-eldridge
colorbomb,mixed,Moriah,Kam,moriah-kam
